station name: LODI WWTP,,,,,,,,,,
station identifier: 474790,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
5/21/11,80,51,T,M,M,8,8,8,,
5/22/11,76,58,0.06,M,M,8,8,8,,
5/23/11,85,59,0.02,M,M,8,8,8,,
5/24/11,74,52,0,M,M,8,8,8,,
5/25/11,67,47,0.11,M,M,8,8,8,,
5/26/11,52,44,1.49,M,M,8,8,8,,
5/27/11,63,33,0,M,M,8,8,8,,
5/28/11,65,41,0,M,M,8,8,8,,
5/29/11,72,50,0,M,M,8,8,8,,
5/30/11,67,55,0.07,M,M,8,8,8,,
5/31/11,91,55,0,M,M,8,8,8,,
6/1/11,83,57,T,M,M,8,8,8,,
6/2/11,78,53,0,M,M,8,8,8,,
6/3/11,78,53,0,M,M,8,8,8,,
6/4/11,93,63,0,M,M,8,8,8,,
6/5/11,87,54,0,M,M,8,8,8,,
6/6/11,89,60,0.38,M,M,8,8,8,,
6/7/11,94,63,0,M,M,8,8,8,,
6/8/11,95,71,0,M,M,8,8,8,,
6/9/11,90,61,0.18,M,M,8,8,8,,
6/10/11,61,50,0.22,M,M,8,8,8,,
6/11/11,62,51,0.75,M,M,8,8,8,,
6/12/11,64,46,T,M,M,8,8,8,,
6/13/11,69,50,0,M,M,8,8,8,,
6/14/11,77,47,0,M,M,8,8,8,,
6/15/11,79,47,0.11,M,M,8,8,8,,
6/16/11,66,53,1.25,M,M,8,8,8,,
6/17/11,79,57,0.02,M,M,8,8,8,,
6/18/11,84,59,0,M,M,8,8,8,,
6/19/11,84,60,1.3,M,M,8,8,8,,
6/20/11,77,63,0.04,M,M,8,8,8,,
6/21/11,73,63,T,M,M,8,8,8,,
6/22/11,88,66,0.26,M,M,8,8,8,,
6/23/11,73,62,0.39,M,M,8,8,8,,
6/24/11,73,56,0.06,M,M,8,8,8,,
6/25/11,72,50,0,M,M,8,8,8,,
6/26/11,78,55,0,M,M,8,8,8,,
6/27/11,83,58,T,M,M,8,8,8,,
6/28/11,83,58,T,M,M,8,8,8,,
6/29/11,78,52,0,M,M,8,8,8,,
6/30/11,85,57,0,M,M,8,8,8,,
7/1/11,91,65,T,M,M,8,8,8,,
7/2/11,94,71,0,M,M,8,8,8,,
7/3/11,87,57,0,M,M,8,8,8,,
7/4/11,82,57,0,M,M,8,8,8,,
7/5/11,89,59,0,M,M,8,8,8,,
7/6/11,88,62,0.76,M,M,8,8,8,,
7/7/11,88,59,0,M,M,8,8,8,,
7/8/11,85,57,0,M,M,8,8,8,,
7/9/11,88,57,0,M,M,8,8,8,,
7/10/11,89,69,0,M,M,8,8,8,,
7/11/11,90,70,0.95,M,M,8,8,8,,
7/12/11,86,62,0.1,M,M,8,8,8,,
7/13/11,80,56,0,M,M,8,8,8,,
7/14/11,76,53,0,M,M,8,8,8,,
7/15/11,82,56,0,M,M,8,8,8,,
7/16/11,82,68,0.11,M,M,8,8,8,,
7/17/11,89,69,T,M,M,8,8,8,,
7/18/11,95,74,0.08,M,M,8,8,8,,
7/19/11,93,70,0.1,M,M,8,8,8,,
7/20/11,95,71,0,M,M,8,8,8,,
7/21/11,96,77,0,M,M,8,8,8,,
7/22/11,84,66,0.05,M,M,8,8,8,,
7/23/11,91,68,0.18,M,M,8,8,8,,
7/24/11,92,68,0.04,M,M,8,8,8,,
7/25/11,83,62,0,M,M,8,8,8,,
7/26/11,87,62,0,M,M,8,8,8,,
7/27/11,87,62,0.18,M,M,8,8,8,,
7/28/11,75,64,0.21,M,M,8,8,8,,
7/29/11,83,63,0.05,M,M,8,8,8,,
7/30/11,88,61,0,M,M,8,8,8,,
7/31/11,91,65,0,M,M,8,8,8,,
8/1/11,92,68,0,M,M,8,8,8,,
8/2/11,87,71,0,M,M,8,8,8,,
8/3/11,93,71,T,M,M,8,8,8,,
8/4/11,88,59,0,M,M,8,8,8,,
8/5/11,86,60,0,M,M,8,8,8,,
8/6/11,86,63,0,M,M,8,8,8,,
8/7/11,89,66,0.1,M,M,8,8,8,,
8/8/11,84,60,0.5,M,M,8,8,8,,
8/9/11,78,62,0.02,M,M,8,8,8,,
8/10/11,79,53,0,M,M,8,8,8,,
8/11/11,76,49,0,M,M,8,8,8,,
8/12/11,83,51,0,M,M,8,8,8,,
8/13/11,81,56,0.46,M,M,8,8,8,,
8/14/11,74,53,0.45,M,M,8,8,8,,
8/15/11,79,52,0,M,M,8,8,8,,
8/16/11,83,52,0,M,M,8,8,8,,
8/17/11,85,58,0.14,M,M,8,8,8,,
8/18/11,83,51,0,M,M,8,8,8,,
8/19/11,82,52,0,M,M,8,8,8,,
8/20/11,89,56,0.03,M,M,8,8,8,,
8/21/11,80,55,0.15,M,M,8,8,8,,
8/22/11,76,51,0,M,M,8,8,8,,
8/23/11,84,51,T,M,M,8,8,8,,
8/24/11,79,63,0.5,M,M,8,8,8,,
8/25/11,87,58,0,M,M,8,8,8,,
8/26/11,82,53,0,M,M,8,8,8,,
8/27/11,83,56,0,M,M,8,8,8,,
8/28/11,82,51,0,M,M,8,8,8,,
8/29/11,77,48,0,M,M,8,8,8,,
8/30/11,81,49,0,M,M,8,8,8,,
8/31/11,71,56,0.25,M,M,8,8,8,,
9/1/11,83,56,0,M,M,8,8,8,,
9/2/11,94,56,0,M,M,8,8,8,,
9/3/11,88,68,1.12,M,M,8,8,8,,
9/4/11,76,54,0.15,M,M,8,8,8,,
9/5/11,68,44,0.02,M,M,8,8,8,,
9/6/11,66,38,0,M,M,8,8,8,,
9/7/11,70,38,0,M,M,8,8,8,,
9/8/11,73,42,0,M,M,8,8,8,,
9/9/11,78,47,0,M,M,8,8,8,,
9/10/11,79,49,0,M,M,8,8,8,,
9/11/11,84,50,0,M,M,8,8,8,,
9/12/11,84,51,0,M,M,8,8,8,,
9/13/11,85,54,0,M,M,8,8,8,,
9/14/11,70,44,0,M,M,8,8,8,,
9/15/11,59,35,0,M,M,8,8,8,,
9/16/11,59,36,0,M,M,8,8,8,,
9/17/11,59,39,T,M,M,8,8,8,,
9/18/11,68,42,0,M,M,8,8,8,,
9/19/11,64,56,0.56,M,M,8,8,8,,
9/20/11,71,42,0,M,M,8,8,8,,
9/21/11,75,42,0.02,M,M,8,8,8,,
9/22/11,63,50,0.03,M,M,8,8,8,,
9/23/11,59,37,0.03,M,M,8,8,8,,
9/24/11,57,44,T,M,M,8,8,8,,
9/25/11,60,45,T,M,M,8,8,8,,
9/26/11,61,45,1.36,M,M,8,8,8,,
9/27/11,63,50,0.41,M,M,8,8,8,,
9/28/11,64,43,0.02,M,M,8,8,8,,
9/29/11,70,45,0,M,M,8,8,8,,
9/30/11,67,45,0.4,M,M,8,8,8,,
10/1/11,61,31,T,M,M,8,8,8,,
10/2/11,59,30,0,M,M,8,8,8,,
10/3/11,69,31,0,0,0,8,8,8,0,8
10/4/11,74,38,0,M,M,8,8,8,,
10/5/11,79,39,0,M,M,8,8,8,,
10/6/11,82,41,0,M,M,8,8,8,,
10/7/11,81,44,0,0,0,8,8,8,0,8
10/8/11,83,56,0,0,0,8,8,8,0,8
10/9/11,83,47,0,0,0,8,8,8,0,8
10/10/11,81,45,0,0,0,8,8,8,0,8
10/11/11,77,45,0,0,0,8,8,8,0,8
10/12/11,77,45,0.05,0,0,8,8,8,0,8
10/13/11,72,53,0.55,0,0,8,8,8,0,8
10/14/11,72,45,0.12,0,0,8,8,8,0,8
10/15/11,59,45,T,0,0,8,8,8,0,8
10/16/11,60,47,0.02,0,0,8,8,8,0,8
10/17/11,60,41,0,0,0,8,8,8,0,8
10/18/11,58,30,0,0,0,8,8,8,0,8
10/19/11,51,29,0,0,0,8,8,8,0,8
10/20/11,48,37,T,0,0,8,8,8,0,8
10/21/11,52,28,0,0,0,8,8,8,0,8
10/22/11,58,27,0,0,0,8,8,8,0,8
10/23/11,64,29,0,0,0,8,8,8,0,8
10/24/11,64,31,0.28,0,0,8,8,8,0,8
10/25/11,63,34,0.08,0,0,8,8,8,0,8
10/26/11,66,40,T,0,0,8,8,8,0,8
10/27/11,50,35,0,0,0,8,8,8,0,8
10/28/11,51,29,0.05,0,0,8,8,8,0,8
10/29/11,56,26,T,0,0,8,8,8,0,8
10/30/11,56,26,0,0,0,8,8,8,0,8
10/31/11,51,42,0.13,0,0,8,8,8,0,8
11/1/11,47,37,0,0,0,8,8,8,0,8
11/2/11,65,37,T,0,0,8,8,8,0,8
11/3/11,51,34,0.97,T,0,8,8,8,0,8
11/4/11,49,22,0,0,0,8,8,8,0,8
11/5/11,54,22,0,0,0,8,8,8,0,8
11/6/11,56,33,0,0,0,8,8,8,0,8
11/7/11,61,28,0,0,0,8,8,8,0,8
11/8/11,58,29,0.67,0,0,8,8,8,0,8
11/9/11,42,38,1.02,0,0,8,8,8,0,8
11/10/11,38,31,0.96,2,2,8,8,8,0,8
11/11/11,37,24,T,T,1,8,8,8,0,8
11/12/11,45,25,0,0,T,8,8,8,0,8
11/13/11,57,28,0,0,0,8,8,8,0,8
11/14/11,60,34,0,0,0,8,8,8,0,8
11/15/11,55,28,T,0,0,8,8,8,0,8
11/16/11,56,28,0,0,0,8,8,8,0,8
11/17/11,56,22,0,0,0,8,8,8,0,8
11/18/11,33,20,0,0,0,8,8,8,0,8
11/19/11,49,33,0,0,0,8,8,8,0,8
11/20/11,45,34,0.01,0,0,8,8,8,0,8
11/21/11,37,28,0,0,0,8,8,8,0,8
11/22/11,43,28,0,0,0,8,8,8,0,8
11/23/11,40,23,0,0,0,8,8,8,0,8
11/24/11,48,M,0,0,0,8,,8,0,8
11/25/11,51,40,0,0,0,8,8,8,0,8
11/26/11,54,47,0.01,0,0,8,8,8,0,8
11/27/11,52,35,0.28,0,0,8,8,8,0,8
11/28/11,36,30,0,0,0,8,8,8,0,8
11/29/11,36,23,0,0,0,8,8,8,0,8
11/30/11,39,17,0,0,0,8,8,8,0,8
12/1/11,45,17,0,0,0,8,8,8,0,8
12/2/11,45,17,T,0,0,8,8,8,0,8
12/3/11,40,17,0.24,0,0,8,8,8,0,8
12/4/11,46,35,0.83,0,0,8,8,8,0,8
12/5/11,35,30,T,0,0,8,8,8,0,8
12/6/11,35,24,0,0,0,8,8,8,0,8
12/7/11,29,20,0,0,0,8,8,8,0,8
12/8/11,30,19,0,0,0,8,8,8,0,8
12/9/11,34,15,0,0,0,8,8,8,0,8
12/10/11,24,8,0,0,0,8,8,8,0,8
12/11/11,28,8,0,0,0,8,8,8,0,8
12/12/11,46,26,0,0,0,8,8,8,0,8
12/13/11,42,34,0,0,0,8,8,8,0,8
12/14/11,43,34,0.48,0,0,8,8,8,0,8
12/15/11,52,38,0.17,0,0,8,8,8,0,8
12/16/11,41,19,0,0,0,8,8,8,0,8
12/17/11,32,17,0.09,1,1,8,8,8,0,8
12/18/11,30,12,0,0,1,8,8,8,0,8
12/19/11,44,13,0,0,T,8,8,8,0,8
12/20/11,39,21,0,0,0,8,8,8,0,8
12/21/11,36,21,T,0,0,8,8,8,0,8
12/22/11,40,28,0.16,1.5,1,8,8,8,0,8
12/23/11,40,6,0,0,1,8,8,8,0,8
12/24/11,28,10,T,T,1,8,8,8,0,8
12/25/11,39,11,0,0,1,8,8,8,0,8
12/26/11,41,21,0,0,T,8,8,8,0,8
12/27/11,44,27,0,0,0,8,8,8,0,8
12/28/11,39,15,0,0,0,8,8,8,0,8
12/29/11,32,15,T,0,0,8,8,8,0,8
12/30/11,43,24,T,0,0,8,8,8,0,8
12/31/11,33,13,0.18,1.1,1,8,8,8,0,8
1/1/12,39,14,0.08,0,0,8,8,8,0,8
1/2/12,32,18,T,T,T,8,8,8,0,8
1/3/12,20,8,T,T,T,8,8,8,0,8
1/4/12,27,8,0,0,0,8,8,8,0,8
1/5/12,34,18,0,0,0,8,8,8,0,8
1/6/12,52,21,0,0,0,8,8,8,0,8
1/7/12,48,29,0,0,0,8,8,8,0,8
1/8/12,41,17,0,0,0,8,8,8,0,8
1/9/12,41,16,0,0,0,8,8,8,0,8
1/10/12,47,22,0,0,0,8,8,8,0,8
1/11/12,53,22,0,0,0,8,8,8,0,8
1/12/12,54,20,T,T,T,8,8,8,0,8
1/13/12,31,14,0.29,4.1,4,8,8,8,0,8
1/14/12,20,13,T,T,4,8,8,8,0,8
1/15/12,20,6,T,T,4,8,8,8,0,8
1/16/12,33,17,0,0,3,8,8,8,0,8
1/17/12,45,28,T,T,2,8,8,8,0,8
1/18/12,28,-7,0.18,1.9,4,8,8,8,0,8
1/19/12,23,-7,0,0,4,8,8,8,0,8
1/20/12,5,-11,0,0,4,8,8,8,0,8
1/21/12,5,-12,0.19,3.2,7,8,8,8,0,8
1/22/12,19,-12,0,0,7,8,8,8,0,8
1/23/12,33,18,0.17,0,4,8,8,8,0,8
1/24/12,34,23,T,T,3,8,8,8,0,8
1/25/12,32,16,0,0,3,8,8,8,0,8
1/26/12,33,22,0,0,3,8,8,8,0,8
1/27/12,37,22,0,0,2,8,8,8,0,8
1/28/12,41,19,0.09,0.5,3,8,8,8,0,8
1/29/12,30,19,0.09,1.5,4,8,8,8,0,8
1/30/12,27,6,0,0,4,8,8,8,0,8
1/31/12,47,25,0,0,2,8,8,8,0,8
2/1/12,51,36,0,0,1,8,8,8,0,8
2/2/12,42,22,0,0,1,8,8,8,0,8
2/3/12,35,25,0,0,1,8,8,8,0,8
2/4/12,33,29,0,0,1,8,8,8,0,8
2/5/12,43,20,0,0,1,8,8,8,0,8
2/6/12,39,20,0,0,T,8,8,8,0,8
2/7/12,38,24,0,0,T,8,8,8,0,8
2/8/12,31,10,0,0,T,8,8,8,0,8
2/9/12,33,10,0,0,T,8,8,8,0,8
2/10/12,35,16,T,T,T,8,8,8,0,8
2/11/12,31,5,0.03,0.8,1,8,8,8,0,8
2/12/12,19,5,0,0,1,8,8,8,0,8
2/13/12,32,10,0,0,1,8,8,8,0,8
2/14/12,33,15,0.1,0.7,1,8,8,8,0,8
2/15/12,35,30,T,T,1,8,8,8,0,8
2/16/12,48,32,0,0,T,8,8,8,0,8
2/17/12,44,21,0,0,T,8,8,8,0,8
2/18/12,44,22,0,0,T,8,8,8,0,8
2/19/12,38,15,0,0,T,8,8,8,0,8
2/20/12,43,17,0,0,T,8,8,8,0,8
2/21/12,43,21,0.02,T,T,8,8,8,0,8
2/22/12,44,25,0,0,T,8,8,8,0,8
2/23/12,43,20,0,0,T,8,8,8,0,8
2/24/12,38,20,0.17,2.1,2,8,8,8,0,8
2/25/12,34,16,0,0,1,8,8,8,0,8
2/26/12,32,16,0,0,1,8,8,8,0,8
2/27/12,48,21,0,0,0,8,8,8,0,8
2/28/12,37,21,0,0,0,8,8,8,0,8
2/29/12,40,28,0.49,0,0,8,8,8,0,8
3/1/12,48,33,0.07,T,T,8,8,8,0,8
3/2/12,38,28,0,0,0,8,8,8,0,8
3/3/12,35,28,0.18,1.7,1,8,8,8,0,8
3/4/12,35,24,0.02,0.8,1,8,8,8,0,8
3/5/12,29,6,0.05,1,2,8,8,8,0,8
3/6/12,35,7,0,0,0,8,8,8,0,8
3/7/12,65,33,0,0,0,8,8,8,0,8
3/8/12,63,32,0.42,0,0,8,8,8,0,8
3/9/12,41,21,0,0,0,8,8,8,0,8
3/10/12,36,22,0,0,0,8,8,8,0,8
3/11/12,61,33,0,0,0,8,8,8,0,8
3/12/12,67,33,0.18,0,0,8,8,8,0,8
3/13/12,59,34,0,0,0,8,8,8,0,8
3/14/12,68,38,0,0,0,8,8,8,0,8
3/15/12,79,47,0,0,0,8,8,8,0,8
3/16/12,80,40,0,0,0,8,8,8,0,8
3/17/12,79,40,0.03,0,0,8,8,8,0,8
3/18/12,82,57,0,0,0,8,8,8,0,8
3/19/12,81,54,0,0,0,8,8,8,0,8
3/20/12,75,58,0,0,0,8,8,8,0,8
3/21/12,82,57,0,0,0,8,8,8,0,8
3/22/12,82,56,0.15,0,0,8,8,8,0,8
3/23/12,80,57,0.79,0,0,8,8,8,0,8
3/24/12,63,53,0.08,0,0,8,8,8,0,8
3/25/12,60,48,T,0,0,8,8,8,0,8
3/26/12,68,33,0,0,0,8,8,8,0,8
3/27/12,46,33,0.08,0,0,8,8,8,0,8
3/28/12,73,42,0,0,0,8,8,8,0,8
3/29/12,61,33,0,0,0,8,8,8,0,8
3/30/12,56,34,0.9,0,0,8,8,8,0,8
3/31/12,42,36,0.05,0,0,8,8,8,0,8
4/1/12,45,34,T,0,0,8,8,8,0,8
4/2/12,61,42,0,0,0,8,8,8,0,8
4/3/12,65,42,T,0,0,8,8,8,0,8
4/4/12,63,31,0,0,0,8,8,8,0,8
4/5/12,63,32,0,0,0,8,8,8,0,8
4/6/12,53,26,0,0,0,8,8,8,0,8
4/7/12,60,27,0,0,0,8,8,8,0,8
4/8/12,64,27,0.05,0,0,8,8,8,0,8
4/9/12,62,29,0,0,0,8,8,8,0,8
4/10/12,62,29,0,0,0,8,8,8,0,8
4/11/12,44,26,0,0,0,8,8,8,0,8
4/12/12,57,27,0,0,0,8,8,8,0,8
4/13/12,63,28,0,0,0,8,8,8,0,8
4/14/12,59,40,0,0,0,8,8,8,0,8
4/15/12,76,50,0.75,0,0,8,8,8,0,8
4/16/12,75,55,0.19,0,0,8,8,8,0,8
4/17/12,55,29,T,0,0,8,8,8,0,8
4/18/12,61,30,0,0,0,8,8,8,0,8
4/19/12,70,41,T,0,0,8,8,8,0,8
4/20/12,54,36,1.37,0,0,8,8,8,0,8
4/21/12,53,29,T,0,0,8,8,8,0,8
4/22/12,56,29,0,0,0,8,8,8,0,8
4/23/12,55,28,0,0,0,8,8,8,0,8
4/24/12,61,30,0,0,0,8,8,8,0,8
4/25/12,68,34,0.08,0,0,8,8,8,0,8
4/26/12,61,39,0.2,0,0,8,8,8,0,8
4/27/12,57,29,0,0,0,8,8,8,0,8
4/28/12,58,34,0.11,0,0,8,8,8,0,8
4/29/12,44,32,0.06,0,0,8,8,8,0,8
4/30/12,57,42,0.61,0,0,8,8,8,0,8
5/1/12,55,36,T,M,M,8,8,8,,
5/2/12,69,44,0.32,M,M,8,8,8,,
5/3/12,82,59,0.11,M,M,8,8,8,,
5/4/12,85,58,T,M,M,8,8,8,,
5/5/12,63,51,0.1,M,M,8,8,8,,
5/6/12,64,51,0,M,M,8,8,8,,
5/7/12,64,51,0.32,M,M,8,8,8,,
5/8/12,73,48,0,M,M,8,8,8,,
5/9/12,67,49,0.02,M,M,8,8,8,,
5/10/12,67,35,0,M,M,8,8,8,,
5/11/12,72,40,0,M,M,8,8,8,,
5/12/12,81,40,0,M,M,8,8,8,,
5/13/12,70,39,0,M,M,8,8,8,,
5/14/12,75,39,0,M,M,8,8,8,,
5/15/12,80,46,0,M,M,8,8,8,,
5/16/12,84,40,T,M,M,8,8,8,,
5/17/12,70,39,0,M,M,8,8,8,,
5/18/12,76,45,0,M,M,8,8,8,,
5/19/12,88,M,0,M,M,8,,8,,
5/20/12,91,61,0,M,M,8,8,8,,
5/21/12,87,48,0,M,M,8,8,8,,
5/22/12,74,42,0,M,M,8,8,8,,
5/23/12,78,49,0,M,M,8,8,8,,
5/24/12,83,56,0,M,M,8,8,8,,
5/25/12,91,53,0.09,M,M,8,8,8,,
5/26/12,75,58,0.39,M,M,8,8,8,,
5/27/12,74,59,0.38,M,M,8,8,8,,
5/28/12,94,65,0,M,M,8,8,8,,
5/29/12,85,53,0.12,M,M,8,8,8,,
5/30/12,73,52,0,M,M,8,8,8,,
5/31/12,62,47,0.33,M,M,8,8,8,,
6/1/12,57,44,0,M,M,8,8,8,,
6/2/12,68,47,0,M,M,8,8,8,,
6/3/12,74,45,0,M,M,8,8,8,,
6/4/12,80,46,0,M,M,8,8,8,,
6/5/12,83,53,0.02,M,M,8,8,8,,
6/6/12,83,44,0,M,M,8,8,8,,
6/7/12,79,47,0,M,M,8,8,8,,
6/8/12,83,47,0,M,M,8,8,8,,
6/9/12,87,56,0,M,M,8,8,8,,
6/10/12,89,64,0,M,M,8,8,8,,
6/11/12,90,66,0.2,M,M,8,8,8,,
6/12/12,84,53,0.05,M,M,8,8,8,,
6/13/12,71,44,0,M,M,8,8,8,,
6/14/12,77,48,0,M,M,8,8,8,,
6/15/12,84,56,0,M,M,8,8,8,,
6/16/12,93,66,0,M,M,8,8,8,,
6/17/12,84,58,0.14,M,M,8,8,8,,
6/18/12,86,58,0.04,M,M,8,8,8,,
6/19/12,93,75,0,M,M,8,8,8,,
6/20/12,94,76,0,M,M,8,8,8,,
6/21/12,94,65,0.06,M,M,8,8,8,,
6/22/12,81,53,0,M,M,8,8,8,,
6/23/12,83,53,0,M,M,8,8,8,,
6/24/12,83,56,T,M,M,8,8,8,,
6/25/12,88,50,0,M,M,8,8,8,,
6/26/12,80,45,0,M,M,8,8,8,,
6/27/12,85,45,0,M,M,8,8,8,,
6/28/12,95,68,0,M,M,8,8,8,,
6/29/12,94,55,0,M,M,8,8,8,,
6/30/12,93,61,0,M,M,8,8,8,,
7/1/12,93,61,0,M,M,8,8,8,,
7/2/12,96,60,0,M,M,8,8,8,,
7/3/12,99,60,0,M,M,8,8,8,,
7/4/12,97,75,T,M,M,8,8,8,,
7/5/12,102,73,0,M,M,8,8,8,,
7/6/12,102,73,0,M,M,8,8,8,,
7/7/12,102,72,0,M,M,8,8,8,,
7/8/12,86,60,0,M,M,8,8,8,,
7/9/12,91,59,0,M,M,8,8,8,,
7/10/12,92,58,0,M,M,8,8,8,,
7/11/12,87,54,0,M,M,8,8,8,,
7/12/12,90,56,0,M,M,8,8,8,,
7/13/12,93,59,0,M,M,8,8,8,,
7/14/12,93,59,0,M,M,8,8,8,,
7/15/12,90,65,0,M,M,8,8,8,,
7/16/12,95,65,0,M,M,8,8,8,,
7/17/12,99,69,0,M,M,8,8,8,,
7/18/12,100,69,0.02,M,M,8,8,8,,
7/19/12,95,69,2.05,M,M,8,8,8,,
7/20/12,72,59,T,M,M,8,8,8,,
7/21/12,86,62,0,M,M,8,8,8,,
7/22/12,88,62,0.05,M,M,8,8,8,,
7/23/12,88,69,T,M,M,8,8,8,,
7/24/12,97,70,0.34,M,M,8,8,8,,
7/25/12,81,64,0.54,M,M,8,8,8,,
7/26/12,99,67,0.71,M,M,8,8,8,,
7/27/12,88,63,0.22,M,M,8,8,8,,
7/28/12,79,58,T,M,M,8,8,8,,
7/29/12,85,62,0,M,M,8,8,8,,
7/30/12,81,64,0.07,M,M,8,8,8,,
7/31/12,91,64,0,M,M,8,8,8,,
8/1/12,87,60,0,M,M,8,8,8,,
8/2/12,90,64,0.03,M,M,8,8,8,,
8/3/12,90,65,0,M,M,8,8,8,,
8/4/12,93,67,0,M,M,8,8,8,,
8/5/12,89,61,0.15,M,M,8,8,8,,
8/6/12,78,49,0,M,M,8,8,8,,
8/7/12,83,52,0,M,M,8,8,8,,
8/8/12,91,58,0,M,M,8,8,8,,
8/9/12,80,62,T,M,M,8,8,8,,
8/10/12,68,56,0.3,M,M,8,8,8,,
8/11/12,76,46,0,M,M,8,8,8,,
8/12/12,79,51,0,M,M,8,8,8,,
8/13/12,74,56,0.15,M,M,8,8,8,,
8/14/12,80,52,0.03,M,M,8,8,8,,
8/15/12,82,55,0,M,M,8,8,8,,
8/16/12,86,63,1,M,M,8,8,8,,
8/17/12,74,52,0.5,M,M,8,8,8,,
8/18/12,73,45,0,M,M,8,8,8,,
8/19/12,75,45,T,M,M,8,8,8,,
8/20/12,76,50,0.08,M,M,8,8,8,,
8/21/12,76,45,0,M,M,8,8,8,,
8/22/12,81,46,0,M,M,8,8,8,,
8/23/12,87,46,0,M,M,8,8,8,,
8/24/12,91,67,0,M,M,8,8,8,,
8/25/12,91,58,0,M,M,8,8,8,,
8/26/12,91,60,0.35,M,M,8,8,8,,
8/27/12,76,61,0.35,M,M,8,8,8,,
8/28/12,85,55,0,M,M,8,8,8,,
8/29/12,84,55,0,M,M,8,8,8,,
8/30/12,89,62,0,M,M,8,8,8,,
8/31/12,91,64,0,M,M,8,8,8,,
9/1/12,89,60,0,M,M,8,8,8,,
9/2/12,82,59,0,M,M,8,8,8,,
9/3/12,88,60,0,M,M,8,8,8,,
9/4/12,89,60,0,M,M,8,8,8,,
9/5/12,92,61,0.36,M,M,8,8,8,,
9/6/12,82,53,0,M,M,8,8,8,,
9/7/12,81,54,0,M,M,8,8,8,,
9/8/12,67,50,0.03,M,M,8,8,8,,
9/9/12,71,51,0.34,M,M,8,8,8,,
9/10/12,72,43,0,M,M,8,8,8,,
9/11/12,78,43,0,M,M,8,8,8,,
9/12/12,86,54,0,M,M,8,8,8,,
9/13/12,86,53,T,M,M,8,8,8,,
9/14/12,60,41,0.05,M,M,8,8,8,,
9/15/12,75,39,0,M,M,8,8,8,,
9/16/12,79,41,0,M,M,8,8,8,,
9/17/12,77,49,0,M,M,8,8,8,,
9/18/12,70,43,T,M,M,8,8,8,,
9/19/12,59,30,T,M,M,8,8,8,,
9/20/12,76,40,0.1,M,M,8,8,8,,
9/21/12,76,38,0,M,M,8,8,8,,
9/22/12,63,36,0.19,M,M,8,8,8,,
9/23/12,57,30,0,M,M,8,8,8,,
9/24/12,58,28,0,M,M,8,8,8,,
9/25/12,72,28,0,M,M,8,8,8,,
9/26/12,80,37,0,M,M,8,8,8,,
9/27/12,66,31,0,M,M,8,8,8,,
9/28/12,66,31,0,M,M,8,8,8,,
9/29/12,72,34,0,0,0,8,8,8,0,8
9/30/12,77,36,0,0,0,8,8,8,0,8
10/1/12,70,36,0,0,0,8,8,8,0,8
10/2/12,70,36,0,0,0,8,8,8,0,8
10/3/12,73,38,0,0,0,8,8,8,0,8
10/4/12,75,40,0,0,0,8,8,8,0,8
10/5/12,65,36,0,0,0,8,8,8,0,8
10/6/12,50,36,0,0,0,8,8,8,0,8
10/7/12,46,35,0,0,0,8,8,8,0,8
10/8/12,52,28,0,0,0,8,8,8,0,8
10/9/12,62,32,0,0,0,8,8,8,0,8
10/10/12,59,32,0.2,0,0,8,8,8,0,8
10/11/12,50,33,0,0,0,8,8,8,0,8
10/12/12,58,23,0,0,0,8,8,8,0,8
10/13/12,54,22,0.53,0,0,8,8,8,0,8
10/14/12,63,46,0.72,0,0,8,8,8,0,8
10/15/12,60,38,1.4,0,0,8,8,8,0,8
10/16/12,60,36,0,0,0,8,8,8,0,8
10/17/12,68,45,0.03,0,0,8,8,8,0,8
10/18/12,66,47,0.55,0,0,8,8,8,0,8
10/19/12,48,43,0.23,0,0,8,8,8,0,8
10/20/12,51,37,0.13,0,0,8,8,8,0,8
10/21/12,57,33,0,0,0,8,8,8,0,8
10/22/12,68,32,0,0,0,8,8,8,0,8
10/23/12,60,49,0.08,0,0,8,8,8,0,8
10/24/12,65,55,0.43,0,0,8,8,8,0,8
10/25/12,77,61,0,0,0,8,8,8,0,8
10/26/12,71,34,0.61,0,0,8,8,8,0,8
10/27/12,61,25,0,0,0,8,8,8,0,8
10/28/12,45,23,0,0,0,8,8,8,0,8
10/29/12,49,22,0,0,0,8,8,8,0,8
10/30/12,50,21,0,0,0,8,8,8,0,8
10/31/12,48,30,0,0,0,8,8,8,0,8
11/1/12,49,28,0,0,0,8,8,8,0,8
11/2/12,53,25,0,0,0,8,8,8,0,8
11/3/12,45,24,T,0,0,8,8,8,0,8
11/4/12,47,28,0,0,0,8,8,8,0,8
11/5/12,48,21,0,0,0,8,8,8,0,8
11/6/12,48,21,0,0,0,8,8,8,0,8
11/7/12,37,34,0.17,0,0,8,8,8,0,8
11/8/12,41,32,0,0,0,8,8,8,0,8
11/9/12,52,32,0,0,0,8,8,8,0,8
11/10/12,49,34,0.04,0,0,8,8,8,0,8
11/11/12,68,48,0.06,0,0,8,8,8,0,8
11/12/12,63,25,0.7,0,0,8,8,8,0,8
11/13/12,30,20,T,T,T,8,8,8,0,8
